ODA/PALLFNF_INDEX,All Commodity Price Index
ODA/GUY_GGXCNL,"Guyana General Government Net Lending/Borrowing, USD Billions"
ODA/GUY_NGDP_FY,"Guyana GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/GUY_GGSB,"Guyana General Government Structural Balance, USD Billions"
ODA/GUY_BCA_NGDPD,"Guyana Current Account Balance, % of GDP"
ODA/GUY_GGXONLB,"Guyana General Government Primary Net Lending/Borrowing, USD Billions"
ODA/HTI_NGDP_RPCH,"Haiti GDP at Constant Prices, % change"
ODA/GUY_GGXONLB_NGDP,"Guyana General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/HTI_NGDPD,"Haiti GDP at Current Prices, USD Billions"
ODA/GUY_GGXWDN_NGDP,"Guyana General Government Net Debt, % of GDP"
ODA/HTI_NGDP_D,Haiti GDP Deflator
ODA/GUY_GGXWDG_NGDP,"Guyana General Government Gross Debt, % of GDP"
ODA/HTI_NGDPPC,"Haiti GDP per Capita at Current Prices, LCU"
ODA/GUY_BCA,"Guyana Current Account Balance, USD Billions"
ODA/HTI_PPPGDP,"Haiti Country GDP based on PPP Valuation, USD Billions"
ODA/HTI_PPPPC,"Haiti Per Capita GDP based on PPP Valuation, USD"
ODA/HTI_NGDP_R,"Haiti GDP at Constant Prices, LCU Billions"
ODA/HTI_PPPSH,"Haiti Share of World GDP based on PPP, %"
ODA/HTI_NGDP,"Haiti GDP at Current Prices, LCU Billions"
ODA/HTI_NGSD_NGDP,"Haiti Gross National Savings, % of GDP"
ODA/HTI_PCPIPCH,"Haiti Inflation % change, Average Consumer Prices"
ODA/HTI_NGDPRPC,"Haiti GDP per Capita at Constant Prices, LCU"
ODA/HTI_NGDPDPC,"Haiti GDP per Capita at Current Prices, USD"
ODA/HTI_TX_RPCH,"Haiti Exports of Goods and services, % change"
ODA/HTI_TXG_RPCH,"Haiti Exports of Goods, % change"
ODA/HTI_PPPEX,"Haiti Implied PPP Conversion Rate, LCU per USD"
ODA/HTI_LP,"Haiti Population, Millions"
ODA/HTI_GGR,"Haiti General Government Revenue, USD Billions"
ODA/HTI_PCPI,"Haiti Inflation Index, Average Consumer Prices"
ODA/HTI_GGR_NGDP,"Haiti General Government Revenue, % of GDP"
ODA/HTI_PCPIE,"Haiti Inflation Index, End of Period Consumer Prices"
ODA/HTI_GGX,"Haiti General Government Total Expenditure, USD Billions"
ODA/HTI_PCPIEPCH,"Haiti Inflation % change, End of Period Consumer Prices"
ODA/HTI_GGXCNL,"Haiti General Government Net Lending/Borrowing, USD Billions"
ODA/HTI_TM_RPCH,"Haiti Imports of Goods and services, % change"
ODA/HTI_TMG_RPCH,"Haiti Imports of Goods, % change"
ODA/HTI_GGXWDG_NGDP,"Haiti General Government Gross Debt, % of GDP"
ODA/HTI_NGDP_FY,"Haiti GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/HTI_BCA,"Haiti Current Account Balance, USD Billions"
ODA/HTI_BCA_NGDPD,"Haiti Current Account Balance, % of GDP"
ODA/HND_NGDP_RPCH,"Honduras GDP at Constant Prices, % change"
ODA/HTI_GGX_NGDP,"Haiti General Government Total Expenditure, % of GDP"
ODA/HND_NGDP,"Honduras GDP at Current Prices, LCU Billions"
ODA/HND_NGDPD,"Honduras GDP at Current Prices, USD Billions"
ODA/HTI_GGXCNL_NGDP,"Haiti General Government Net Lending/Borrowing, % of GDP"
ODA/HND_NGDP_D,Honduras GDP Deflator
ODA/HTI_GGXWDG,"Haiti General Government Gross Debt, USD Billions"
ODA/HND_NGDPRPC,"Honduras GDP per Capita at Constant Prices, LCU"
ODA/HND_NGDPPC,"Honduras GDP per Capita at Current Prices, LCU"
ODA/HND_NGDP_R,"Honduras GDP at Constant Prices, LCU Billions"
ODA/HND_NID_NGDP,"Honduras Total Investment, % of GDP"
ODA/HND_NGSD_NGDP,"Honduras Gross National Savings, % of GDP"
ODA/HND_PCPI,"Honduras Inflation Index, Average Consumer Prices"
ODA/HND_PCPIPCH,"Honduras Inflation % change, Average Consumer Prices"
ODA/HND_NGDPDPC,"Honduras GDP per Capita at Current Prices, USD"
ODA/HND_PPPGDP,"Honduras Country GDP based on PPP Valuation, USD Billions"
ODA/HND_PPPPC,"Honduras Per Capita GDP based on PPP Valuation, USD"
ODA/HND_PPPSH,"Honduras Share of World GDP based on PPP, %"
ODA/HND_PPPEX,"Honduras Implied PPP Conversion Rate, LCU per USD"
ODA/HND_TXG_RPCH,"Honduras Exports of Goods, % change"
ODA/HND_LUR,"Honduras Unemployment Rate, % of Total Labor Force"
ODA/HND_LP,"Honduras Population, Millions"
ODA/HND_PCPIE,"Honduras Inflation Index, End of Period Consumer Prices"
ODA/HND_PCPIEPCH,"Honduras Inflation % change, End of Period Consumer Prices"
ODA/HND_TM_RPCH,"Honduras Imports of Goods and services, % change"
ODA/HND_TMG_RPCH,"Honduras Imports of Goods, % change"
ODA/HND_GGXCNL_NGDP,"Honduras General Government Net Lending/Borrowing, % of GDP"
ODA/HND_TX_RPCH,"Honduras Exports of Goods and services, % change"
ODA/HND_GGXONLB,"Honduras General Government Primary Net Lending/Borrowing, USD Billions"
ODA/HND_GGXWDG,"Honduras General Government Gross Debt, USD Billions"
ODA/HND_GGR,"Honduras General Government Revenue, USD Billions"
ODA/HND_GGR_NGDP,"Honduras General Government Revenue, % of GDP"
ODA/HND_GGX,"Honduras General Government Total Expenditure, USD Billions"
ODA/HND_GGX_NGDP,"Honduras General Government Total Expenditure, % of GDP"
ODA/HND_GGXCNL,"Honduras General Government Net Lending/Borrowing, USD Billions"
ODA/HKG_NGDP_R,"Hong Kong SAR GDP at Constant Prices, LCU Billions"
ODA/HKG_NGDP_RPCH,"Hong Kong SAR GDP at Constant Prices, % change"
ODA/HKG_NGDP,"Hong Kong SAR GDP at Current Prices, LCU Billions"
ODA/HND_GGXONLB_NGDP,"Honduras General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/HKG_NGDP_D,Hong Kong SAR GDP Deflator
ODA/HND_GGXWDG_NGDP,"Honduras General Government Gross Debt, % of GDP"
ODA/HND_NGDP_FY,"Honduras GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/HKG_NGDPPC,"Hong Kong SAR GDP per Capita at Current Prices, LCU"
ODA/HND_BCA,"Honduras Current Account Balance, USD Billions"
ODA/HKG_NGDPDPC,"Hong Kong SAR GDP per Capita at Current Prices, USD"
ODA/HND_BCA_NGDPD,"Honduras Current Account Balance, % of GDP"
ODA/HKG_PPPGDP,"Hong Kong SAR Country GDP based on PPP Valuation, USD Billions"
ODA/HKG_PPPPC,"Hong Kong SAR Per Capita GDP based on PPP Valuation, USD"
ODA/HKG_NGDPD,"Hong Kong SAR GDP at Current Prices, USD Billions"
ODA/HKG_NGDPRPC,"Hong Kong SAR GDP per Capita at Constant Prices, LCU"
ODA/HKG_PCPIPCH,"Hong Kong SAR Inflation % change, Average Consumer Prices"
ODA/HKG_PCPIE,"Hong Kong SAR Inflation Index, End of Period Consumer Prices"
ODA/HKG_PCPIEPCH,"Hong Kong SAR Inflation % change, End of Period Consumer Prices"
ODA/HKG_TMG_RPCH,"Hong Kong SAR Imports of Goods, % change"
ODA/HKG_TX_RPCH,"Hong Kong SAR Exports of Goods and services, % change"
ODA/HKG_PPPSH,"Hong Kong SAR Share of World GDP based on PPP, %"
ODA/HKG_PPPEX,"Hong Kong SAR Implied PPP Conversion Rate, LCU per USD"
ODA/HKG_NID_NGDP,"Hong Kong SAR Total Investment, % of GDP"
ODA/HKG_NGSD_NGDP,"Hong Kong SAR Gross National Savings, % of GDP"
ODA/HKG_PCPI,"Hong Kong SAR Inflation Index, Average Consumer Prices"
ODA/HKG_GGR,"Hong Kong SAR General Government Revenue, USD Billions"
ODA/HKG_GGR_NGDP,"Hong Kong SAR General Government Revenue, % of GDP"
ODA/HKG_TM_RPCH,"Hong Kong SAR Imports of Goods and services, % change"
ODA/HKG_GGXCNL_NGDP,"Hong Kong SAR General Government Net Lending/Borrowing, % of GDP"
ODA/HKG_TXG_RPCH,"Hong Kong SAR Exports of Goods, % change"
ODA/HKG_GGSB,"Hong Kong SAR General Government Structural Balance, USD Billions"
ODA/HKG_LUR,"Hong Kong SAR Unemployment Rate, % of Total Labor Force"
ODA/HKG_LE,"Hong Kong SAR Employment, Millions"
ODA/HKG_LP,"Hong Kong SAR Population, Millions"
ODA/HKG_GGXONLB_NGDP,"Hong Kong SAR General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/HKG_GGXWDG,"Hong Kong SAR General Government Gross Debt, USD Billions"
ODA/HKG_NGDP_FY,"Hong Kong SAR GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/HKG_GGX,"Hong Kong SAR General Government Total Expenditure, USD Billions"
ODA/HKG_BCA,"Hong Kong SAR Current Account Balance, USD Billions"
ODA/HKG_GGX_NGDP,"Hong Kong SAR General Government Total Expenditure, % of GDP"
ODA/HKG_GGXCNL,"Hong Kong SAR General Government Net Lending/Borrowing, USD Billions"
ODA/HKG_BCA_NGDPD,"Hong Kong SAR Current Account Balance, % of GDP"
ODA/HUN_NGDP_R,"Hungary GDP at Constant Prices, LCU Billions"
ODA/HKG_GGSB_NPGDP,"Hong Kong SAR General Government Structural Balance, % of GDP"
ODA/HKG_GGXONLB,"Hong Kong SAR General Government Primary Net Lending/Borrowing, USD Billions"
ODA/HUN_NGDP_D,Hungary GDP Deflator
ODA/HUN_NGDPRPC,"Hungary GDP per Capita at Constant Prices, LCU"
ODA/HKG_GGXWDG_NGDP,"Hong Kong SAR General Government Gross Debt, % of GDP"
ODA/HUN_PPPSH,"Hungary Share of World GDP based on PPP, %"
ODA/HUN_PPPEX,"Hungary Implied PPP Conversion Rate, LCU per USD"
ODA/HUN_NGDP_RPCH,"Hungary GDP at Constant Prices, % change"
ODA/HUN_NGDP,"Hungary GDP at Current Prices, LCU Billions"
ODA/HUN_NGDPD,"Hungary GDP at Current Prices, USD Billions"
ODA/HUN_PCPIPCH,"Hungary Inflation % change, Average Consumer Prices"
ODA/HUN_NGDPPC,"Hungary GDP per Capita at Current Prices, LCU"
ODA/HUN_PCPIEPCH,"Hungary Inflation % change, End of Period Consumer Prices"
ODA/HUN_NGDPDPC,"Hungary GDP per Capita at Current Prices, USD"
ODA/HUN_TM_RPCH,"Hungary Imports of Goods and services, % change"
ODA/HUN_PPPGDP,"Hungary Country GDP based on PPP Valuation, USD Billions"
ODA/HUN_PPPPC,"Hungary Per Capita GDP based on PPP Valuation, USD"
ODA/HUN_NID_NGDP,"Hungary Total Investment, % of GDP"
ODA/HUN_LUR,"Hungary Unemployment Rate, % of Total Labor Force"
ODA/HUN_NGSD_NGDP,"Hungary Gross National Savings, % of GDP"
ODA/HUN_LP,"Hungary Population, Millions"
ODA/HUN_PCPI,"Hungary Inflation Index, Average Consumer Prices"
ODA/HUN_GGR,"Hungary General Government Revenue, USD Billions"
ODA/HUN_PCPIE,"Hungary Inflation Index, End of Period Consumer Prices"
ODA/HUN_GGX_NGDP,"Hungary General Government Total Expenditure, % of GDP"
ODA/HUN_GGXCNL,"Hungary General Government Net Lending/Borrowing, USD Billions"
ODA/HUN_GGXCNL_NGDP,"Hungary General Government Net Lending/Borrowing, % of GDP"
ODA/HUN_TMG_RPCH,"Hungary Imports of Goods, % change"
ODA/HUN_TX_RPCH,"Hungary Exports of Goods and services, % change"
ODA/HUN_TXG_RPCH,"Hungary Exports of Goods, % change"
ODA/HUN_GGXONLB,"Hungary General Government Primary Net Lending/Borrowing, USD Billions"
ODA/HUN_GGXONLB_NGDP,"Hungary General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/HUN_GGXWDN_NGDP,"Hungary General Government Net Debt, % of GDP"
ODA/HUN_GGR_NGDP,"Hungary General Government Revenue, % of GDP"
ODA/HUN_GGX,"Hungary General Government Total Expenditure, USD Billions"
ODA/HUN_GGXWDG,"Hungary General Government Gross Debt, USD Billions"
ODA/HUN_BCA,"Hungary Current Account Balance, USD Billions"
ODA/HUN_GGSB,"Hungary General Government Structural Balance, USD Billions"
ODA/HUN_GGSB_NPGDP,"Hungary General Government Structural Balance, % of GDP"
ODA/ISL_NGDP_R,"Iceland GDP at Constant Prices, LCU Billions"
ODA/ISL_NGDP_RPCH,"Iceland GDP at Constant Prices, % change"
ODA/HUN_GGXWDN,"Hungary General Government Net Debt, USD Billions"
ODA/ISL_NGDPD,"Iceland GDP at Current Prices, USD Billions"
ODA/ISL_NGDP_D,Iceland GDP Deflator
ODA/HUN_GGXWDG_NGDP,"Hungary General Government Gross Debt, % of GDP"
ODA/HUN_NGDP_FY,"Hungary GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/ISL_NGDPDPC,"Iceland GDP per Capita at Current Prices, USD"
ODA/HUN_BCA_NGDPD,"Hungary Current Account Balance, % of GDP"
ODA/ISL_PPPSH,"Iceland Share of World GDP based on PPP, %"
ODA/ISL_NGDP,"Iceland GDP at Current Prices, LCU Billions"
ODA/ISL_NGSD_NGDP,"Iceland Gross National Savings, % of GDP"
ODA/ISL_PCPI,"Iceland Inflation Index, Average Consumer Prices"
ODA/ISL_NGDPRPC,"Iceland GDP per Capita at Constant Prices, LCU"
ODA/ISL_NGDPPC,"Iceland GDP per Capita at Current Prices, LCU"
ODA/ISL_PCPIEPCH,"Iceland Inflation % change, End of Period Consumer Prices"
ODA/ISL_TM_RPCH,"Iceland Imports of Goods and services, % change"
ODA/ISL_PPPGDP,"Iceland Country GDP based on PPP Valuation, USD Billions"
ODA/ISL_PPPPC,"Iceland Per Capita GDP based on PPP Valuation, USD"
ODA/ISL_PPPEX,"Iceland Implied PPP Conversion Rate, LCU per USD"
ODA/ISL_NID_NGDP,"Iceland Total Investment, % of GDP"
ODA/ISL_PCPIPCH,"Iceland Inflation % change, Average Consumer Prices"
ODA/ISL_PCPIE,"Iceland Inflation Index, End of Period Consumer Prices"
ODA/ISL_GGX,"Iceland General Government Total Expenditure, USD Billions"
ODA/ISL_TMG_RPCH,"Iceland Imports of Goods, % change"
ODA/ISL_TX_RPCH,"Iceland Exports of Goods and services, % change"
ODA/ISL_GGXCNL_NGDP,"Iceland General Government Net Lending/Borrowing, % of GDP"
ODA/ISL_TXG_RPCH,"Iceland Exports of Goods, % change"
ODA/ISL_GGSB,"Iceland General Government Structural Balance, USD Billions"
ODA/ISL_LUR,"Iceland Unemployment Rate, % of Total Labor Force"
ODA/ISL_LE,"Iceland Employment, Millions"
ODA/ISL_LP,"Iceland Population, Millions"
ODA/ISL_GGR,"Iceland General Government Revenue, USD Billions"
ODA/ISL_GGR_NGDP,"Iceland General Government Revenue, % of GDP"
ODA/ISL_GGXWDN_NGDP,"Iceland General Government Net Debt, % of GDP"
ODA/ISL_GGXWDG,"Iceland General Government Gross Debt, USD Billions"
ODA/ISL_GGX_NGDP,"Iceland General Government Total Expenditure, % of GDP"
ODA/ISL_GGXWDG_NGDP,"Iceland General Government Gross Debt, % of GDP"
ODA/ISL_GGXCNL,"Iceland General Government Net Lending/Borrowing, USD Billions"
ODA/ISL_BCA,"Iceland Current Account Balance, USD Billions"
ODA/ISL_BCA_NGDPD,"Iceland Current Account Balance, % of GDP"
ODA/ISL_GGSB_NPGDP,"Iceland General Government Structural Balance, % of GDP"
ODA/IND_NGDP_R,"India GDP at Constant Prices, LCU Billions"
ODA/ISL_GGXONLB,"Iceland General Government Primary Net Lending/Borrowing, USD Billions"
ODA/ISL_GGXONLB_NGDP,"Iceland General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/ISL_GGXWDN,"Iceland General Government Net Debt, USD Billions"
ODA/IND_NGDPRPC,"India GDP per Capita at Constant Prices, LCU"
ODA/IND_NGDPPC,"India GDP per Capita at Current Prices, LCU"
ODA/ISL_NGDP_FY,"Iceland GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/IND_NGDPDPC,"India GDP per Capita at Current Prices, USD"
ODA/IND_PPPSH,"India Share of World GDP based on PPP, %"
ODA/IND_PPPEX,"India Implied PPP Conversion Rate, LCU per USD"
ODA/IND_NGDP_RPCH,"India GDP at Constant Prices, % change"
ODA/IND_NID_NGDP,"India Total Investment, % of GDP"
ODA/IND_NGDP,"India GDP at Current Prices, LCU Billions"
ODA/IND_NGDPD,"India GDP at Current Prices, USD Billions"
ODA/IND_PCPI,"India Inflation Index, Average Consumer Prices"
ODA/IND_NGDP_D,India GDP Deflator
ODA/IND_PCPIEPCH,"India Inflation % change, End of Period Consumer Prices"
ODA/IND_TM_RPCH,"India Imports of Goods and services, % change"
ODA/IND_PPPGDP,"India Country GDP based on PPP Valuation, USD Billions"
ODA/IND_TX_RPCH,"India Exports of Goods and services, % change"
ODA/IND_PPPPC,"India Per Capita GDP based on PPP Valuation, USD"
ODA/IND_NGSD_NGDP,"India Gross National Savings, % of GDP"
ODA/IND_GGR_NGDP,"India General Government Revenue, % of GDP"
ODA/IND_GGX,"India General Government Total Expenditure, USD Billions"
ODA/IND_PCPIPCH,"India Inflation % change, Average Consumer Prices"
ODA/IND_PCPIE,"India Inflation Index, End of Period Consumer Prices"
ODA/IND_GGXCNL,"India General Government Net Lending/Borrowing, USD Billions"
ODA/IND_GGXCNL_NGDP,"India General Government Net Lending/Borrowing, % of GDP"
ODA/IND_GGSB,"India General Government Structural Balance, USD Billions"
ODA/IND_TMG_RPCH,"India Imports of Goods, % change"
ODA/IND_TXG_RPCH,"India Exports of Goods, % change"
ODA/IND_GGXONLB_NGDP,"India General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/IND_LP,"India Population, Millions"
ODA/IND_GGR,"India General Government Revenue, USD Billions"
ODA/IND_GGXWDG_NGDP,"India General Government Gross Debt, % of GDP"
ODA/IND_GGX_NGDP,"India General Government Total Expenditure, % of GDP"
ODA/IDN_NGDP_R,"Indonesia GDP at Constant Prices, LCU Billions"
ODA/IDN_NGDP,"Indonesia GDP at Current Prices, LCU Billions"
ODA/IND_GGSB_NPGDP,"India General Government Structural Balance, % of GDP"
ODA/IND_GGXONLB,"India General Government Primary Net Lending/Borrowing, USD Billions"
ODA/IDN_NGDP_D,Indonesia GDP Deflator
ODA/IND_GGXWDG,"India General Government Gross Debt, USD Billions"
ODA/IND_NGDP_FY,"India GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/IDN_NGDPPC,"Indonesia GDP per Capita at Current Prices, LCU"
ODA/IND_BCA,"India Current Account Balance, USD Billions"
ODA/IND_BCA_NGDPD,"India Current Account Balance, % of GDP"
ODA/IDN_PPPGDP,"Indonesia Country GDP based on PPP Valuation, USD Billions"
ODA/IDN_PPPSH,"Indonesia Share of World GDP based on PPP, %"
ODA/IDN_NGDP_RPCH,"Indonesia GDP at Constant Prices, % change"
ODA/IDN_NGDPD,"Indonesia GDP at Current Prices, USD Billions"
ODA/IDN_NGSD_NGDP,"Indonesia Gross National Savings, % of GDP"
ODA/IDN_PCPIPCH,"Indonesia Inflation % change, Average Consumer Prices"
ODA/IDN_NGDPRPC,"Indonesia GDP per Capita at Constant Prices, LCU"
ODA/IDN_PCPIEPCH,"Indonesia Inflation % change, End of Period Consumer Prices"
ODA/IDN_NGDPDPC,"Indonesia GDP per Capita at Current Prices, USD"
ODA/IDN_TMG_RPCH,"Indonesia Imports of Goods, % change"
ODA/IDN_PPPPC,"Indonesia Per Capita GDP based on PPP Valuation, USD"
ODA/IDN_TX_RPCH,"Indonesia Exports of Goods and services, % change"
ODA/IDN_PPPEX,"Indonesia Implied PPP Conversion Rate, LCU per USD"
ODA/IDN_NID_NGDP,"Indonesia Total Investment, % of GDP"
ODA/IDN_LP,"Indonesia Population, Millions"
ODA/IDN_PCPI,"Indonesia Inflation Index, Average Consumer Prices"
ODA/IDN_GGR_NGDP,"Indonesia General Government Revenue, % of GDP"
ODA/IDN_PCPIE,"Indonesia Inflation Index, End of Period Consumer Prices"
ODA/IDN_GGX_NGDP,"Indonesia General Government Total Expenditure, % of GDP"
ODA/IDN_TM_RPCH,"Indonesia Imports of Goods and services, % change"
ODA/IDN_GGXCNL_NGDP,"Indonesia General Government Net Lending/Borrowing, % of GDP"
ODA/IDN_GGSB_NPGDP,"Indonesia General Government Structural Balance, % of GDP"
ODA/IDN_TXG_RPCH,"Indonesia Exports of Goods, % change"
ODA/IDN_LUR,"Indonesia Unemployment Rate, % of Total Labor Force"
ODA/IDN_GGXWDG_NGDP,"Indonesia General Government Gross Debt, % of GDP"
ODA/IDN_GGR,"Indonesia General Government Revenue, USD Billions"
ODA/IDN_BCA,"Indonesia Current Account Balance, USD Billions"
ODA/IDN_GGX,"Indonesia General Government Total Expenditure, USD Billions"
ODA/IRN_NGDP_R,"Islamic Republic of Iran GDP at Constant Prices, LCU Billions"
ODA/IDN_GGXCNL,"Indonesia General Government Net Lending/Borrowing, USD Billions"
ODA/IRN_NGDP,"Islamic Republic of Iran GDP at Current Prices, LCU Billions"
ODA/IDN_GGSB,"Indonesia General Government Structural Balance, USD Billions"
ODA/IRN_NGDP_D,Islamic Republic of Iran GDP Deflator
ODA/IDN_GGXWDG,"Indonesia General Government Gross Debt, USD Billions"
ODA/IDN_NGDP_FY,"Indonesia GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/IRN_NGDPDPC,"Islamic Republic of Iran GDP per Capita at Current Prices, USD"
ODA/IRN_PPPGDP,"Islamic Republic of Iran Country GDP based on PPP Valuation, USD Billions"
ODA/IDN_BCA_NGDPD,"Indonesia Current Account Balance, % of GDP"
ODA/IRN_PPPPC,"Islamic Republic of Iran Per Capita GDP based on PPP Valuation, USD"
ODA/IRN_PPPSH,"Islamic Republic of Iran Share of World GDP based on PPP, %"
ODA/IRN_NGDP_RPCH,"Islamic Republic of Iran GDP at Constant Prices, % change"
ODA/IRN_NGSD_NGDP,"Islamic Republic of Iran Gross National Savings, % of GDP"
ODA/IRN_NGDPD,"Islamic Republic of Iran GDP at Current Prices, USD Billions"
ODA/IRN_PCPI,"Islamic Republic of Iran Inflation Index, Average Consumer Prices"
ODA/IRN_PCPIE,"Islamic Republic of Iran Inflation Index, End of Period Consumer Prices"
ODA/IRN_NGDPRPC,"Islamic Republic of Iran GDP per Capita at Constant Prices, LCU"
ODA/IRN_PCPIEPCH,"Islamic Republic of Iran Inflation % change, End of Period Consumer Prices"
ODA/IRN_NGDPPC,"Islamic Republic of Iran GDP per Capita at Current Prices, LCU"
ODA/IRN_TX_RPCH,"Islamic Republic of Iran Exports of Goods and services, % change"
ODA/IRN_TXG_RPCH,"Islamic Republic of Iran Exports of Goods, % change"
ODA/IRN_PPPEX,"Islamic Republic of Iran Implied PPP Conversion Rate, LCU per USD"
ODA/IRN_NID_NGDP,"Islamic Republic of Iran Total Investment, % of GDP"
ODA/IRN_GGR,"Islamic Republic of Iran General Government Revenue, USD Billions"
ODA/IRN_PCPIPCH,"Islamic Republic of Iran Inflation % change, Average Consumer Prices"
ODA/IRN_GGR_NGDP,"Islamic Republic of Iran General Government Revenue, % of GDP"
ODA/IRN_GGX,"Islamic Republic of Iran General Government Total Expenditure, USD Billions"
ODA/IRN_TM_RPCH,"Islamic Republic of Iran Imports of Goods and services, % change"
ODA/IRN_GGXCNL,"Islamic Republic of Iran General Government Net Lending/Borrowing, USD Billions"
ODA/IRN_TMG_RPCH,"Islamic Republic of Iran Imports of Goods, % change"
ODA/IRN_GGXONLB,"Islamic Republic of Iran General Government Primary Net Lending/Borrowing, USD Billions"
ODA/IRN_LUR,"Islamic Republic of Iran Unemployment Rate, % of Total Labor Force"
